PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,quarter,year
PARK SLOPE PLAYGROUND,BROOKLYN     ,0.955,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CHERRY TREE PARK,MANHATTAN    ,0.95,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DAVIS PLAYGROUND,STATEN ISLAND,0.949,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN    ,0.947,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PETER MINUIT PLAYGROUND,MANHATTAN    ,0.943,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SOUTH ROCHDALE PLAYGROUND,QUEENS       ,0.942,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DREW PLAYGROUND,BRONX        ,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FOX PLAYGROUND BRONX,BRONX        ,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WALTER WARD PLAYGROUND,QUEENS       ,0.935,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CRISPUS ATTUCKS PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,1,0,1,1,2024
BENSON PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SURF PLAYGROUND,BROOKLYN     ,0.933,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BERGEN BEACH PLAYGROUND,BROOKLYN     ,0.927,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
TIGER PLAYGROUND,BROOKLYN     ,0.926,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ATHENS SQUARE,QUEENS       ,0.925,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SAW MILL PLAYGROUND,BRONX        ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
P.S. 279 PLAYGROUND,BROOKLYN     ,0.92,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ROCK GARDEN PARK,BRONX        ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HOUSTON PLAYGROUND,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LIVONIA PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BARTLETT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PRATT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DITMARS PARK,QUEENS       ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
NEWPORT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
VIRGINIA PARK,BRONX        ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ALBEMARLE PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BOERUM PARK,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
EDMONDS PLAYGROUND,BROOKLYN     ,0.917,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GARDEN PLAYGROUND,BROOKLYN     ,0.915,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MARTIN LUTHER PLAYGROUND,BROOKLYN     ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PONTIAC PLAYGROUND,BRONX        ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
AESOP PARK,STATEN ISLAND,0.912,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SLATTERY PLAYGROUND,BRONX        ,0.911,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BAY TERRACE PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WILLOUGHBY PLAYGROUND,BROOKLYN     ,0.907,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ESTELLA DIGGS PARK,BRONX        ,0.903,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WASHINGTON HALL PARK,BROOKLYN     ,0.901,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
STARR PLAYGROUND,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HARLEM RBI,MANHATTAN    ,0.9,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HART PLAYGROUND ON BROADWAY,QUEENS       ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
AMERICAN PLAYGROUND,BROOKLYN     ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ARROCHAR PLAYGROUND,STATEN ISLAND,0.892,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SOL LAIN PLGD,MANHATTAN    ,0.891,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
EL SHABAZZ PLAYGROUND,BROOKLYN     ,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PINOCCHIO PLAYGROUND,QUEENS       ,0.888,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ALICE KORNEGAY TRIANGLE,MANHATTAN    ,0.883,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PETER'S FIELD,MANHATTAN    ,0.882,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BEDFORD PLAYGROUND,BROOKLYN     ,0.881,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS       ,0.878,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WAKEFIELD PLAYGROUND,BRONX        ,0.877,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
QUEENS VALLEY PLAYGROUND,QUEENS       ,0.876,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LT. JOSEPH PETROSINO PARK,BROOKLYN     ,0.871,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
EVERGREEN PLAYGROUND,BROOKLYN     ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PLAYGROUND 286,BROOKLYN     ,0.868,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BARRIER PLAYGROUND,QUEENS       ,0.867,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LION'S PRIDE PLAYGROUND,BROOKLYN     ,0.865,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
NATHAN STRAUS PLAYGROUND,MANHATTAN    ,0.851,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SCHENCK PLAYGROUND,BROOKLYN     ,0.847,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HAVILAND PLAYGROUND,BRONX        ,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SOL BLOOM PLAYGROUND,MANHATTAN    ,0.837,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
P.S. 155 PLAYGROUND,MANHATTAN    ,0.834,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
STEBBINS PLAYGROUND,BRONX        ,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
OPEN ROAD PARK,MANHATTAN    ,0.828,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DI GILIO PLAYGROUND,BROOKLYN     ,0.826,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HART PLAYGROUND ON 147 ST,QUEENS       ,0.821,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FLYNN PLAYGROUND,BRONX        ,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,1,0,1,1,2024
HIGHBRIDGE PARK BRONX SIDE,BRONX        ,0.82,PLAYGROUND LESS THAN ONE ACRE,0.0,0,1,0,0,0,0,1,1,2024
PARKSIDE PLAYGROUND BRONX,BRONX        ,0.817,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FISHER POOL,QUEENS       ,0.817,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ALEXANDER HAMILTON PLAYGROUND,MANHATTAN    ,0.811,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WEST FARMS RAPIDS,BRONX        ,0.81,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
STEINWAY PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BELLAIRE PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
RISSE STREET PARK,BRONX        ,0.806,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ETHAN ALLEN PLAYGROUND,BROOKLYN     ,0.8,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
KENNEDY KING PLAYGROUND,BROOKLYN     ,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
EUGENE MCCABE FIELD,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
VLADECK PARK,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SAMUEL SEABURY PLAYGROUND,MANHATTAN    ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SPIRIT PLAYGROUND,QUEENS       ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MORGAN PLAYGROUND,BRONX        ,0.782,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MOORE PLAYGROUND,MANHATTAN    ,0.766,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FIRST PARK,MANHATTAN    ,0.763,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SGT. WILLIAM DOUGHERTY PLAYGROUND,BROOKLYN     ,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ADMIRAL PARK,QUEENS       ,0.759,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
JAIME CAMPIZ PLAYGROUND,BROOKLYN     ,0.752,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SAMUEL N. BENNERSON 2ND PLAYGROUND,MANHATTAN    ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PLAYGROUND SEVENTY FIVE,QUEENS       ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WEBSTER PLAYGROUND,BRONX        ,0.744,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FROST PLAYGROUND,BROOKLYN     ,0.739,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
TECUMSEH PLAYGROUND,MANHATTAN    ,0.738,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
RAILROAD PARK BRONX,BRONX        ,0.732,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
NATHAN WEIDENBAUM PARK,QUEENS       ,0.732,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BLUEBERRY PARK,STATEN ISLAND,0.724,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CLARK PLAYGROUND,BRONX        ,0.722,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HUNTS POINT PLAYGROUND,BRONX        ,0.717,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GUN HILL PLAYGROUND,BRONX        ,0.716,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BLOOMINGDALE PLAYGROUND,MANHATTAN    ,0.715,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GALILEO PLAYGROUND,BRONX        ,0.714,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
I-AM-PARK,BRONX        ,0.712,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
UNNAMED PARK ON 17TH STREET,BROOKLYN     ,0.711,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LAFAYETTE GARDENS PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LINWOOD PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
NEWTOWN PLAYGROUND,QUEENS       ,0.703,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ORACLE PLAYGROUND,BROOKLYN     ,0.703,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MOUNT HOPE PLAYGROUND,BRONX        ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GARRISON PLAYGROUND,BRONX        ,0.696,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GERTRUDE EDERLE RECREATION CENTER,MANHATTAN    ,0.69,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SLOPE PARK,BROOKLYN     ,0.689,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
FRED SAMUEL PLAYGROUND,MANHATTAN    ,0.688,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
AUBURNDALE PLAYGROUND,QUEENS       ,0.686,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WHITE PLAYGROUND MANHATTAN,MANHATTAN    ,0.684,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DAWSON PLAYGROUND,BRONX        ,0.681,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LILLIAN D WALD PLAYGROUND,MANHATTAN    ,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MAPES POOL,BRONX        ,0.68,PLAYGROUND & POOL LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HOWARD POOL,BROOKLYN     ,0.67,POOL LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ST. NICHOLAS PLAYGROUND SOUTH,MANHATTAN    ,0.67,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
RIVER AVENUE PARKS,BRONX        ,0.67,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CANAL PARK,MANHATTAN    ,0.669,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
RIVERBEND PLAYGROUND,BRONX        ,0.661,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ST. NICHOLAS PLAYGROUND NORTH,MANHATTAN    ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
COLLEGE POINT PARK,QUEENS       ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
THE PEARLY GATES,BRONX        ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
AUDUBON PLAYGROUND,MANHATTAN    ,0.656,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
COURTNEY CALLENDER PLAYGROUND,MANHATTAN    ,0.653,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BRIZZI PLAYGROUND,BROOKLYN     ,0.649,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
AUGUSTUS ST. GAUDENS PLAYGROUND,MANHATTAN    ,0.642,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
VESUVIO PLAYGROUND,MANHATTAN    ,0.635,BASKETBALL & POOL LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SQUIBB PARK,BROOKLYN     ,0.626,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
VETERANS GROVE,QUEENS       ,0.626,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,1,0,1,1,2024
ELTON PLAYGROUND,BROOKLYN     ,0.622,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
TWENTY-FOUR SYCAMORES PARK,MANHATTAN    ,0.622,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
EAST RIVER ESPLANADE AT E 36TH ST AND FDR,MANHATTAN    ,0.62,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CEDAR GROVE PLAYGROUND,QUEENS       ,0.619,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CLEOPATRA PLAYGROUND,BRONX        ,0.618,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BEACH 59TH ST PLAYGROUND,QUEENS       ,0.618,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HALF-NELSON PLAYGROUND,BRONX        ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BRIDGE PLAYGROUND,BRONX        ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HENRY M. JACKSON PLAYGROUND,MANHATTAN    ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WILLIAM F. PASSANNANTE BALLFIELD,MANHATTAN    ,0.607,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DR. RONALD E. MCNAIR PLAYGROUND,MANHATTAN    ,0.603,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PENN SOUTH PLAYGROUND,MANHATTAN    ,0.6,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
O'NEILL TRIANGLE,BRONX        ,0.593,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GEORGE WALKER JR. PARK,BROOKLYN     ,0.591,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
UNDERHILL PLAYGROUND,BROOKLYN     ,0.59,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PETER DETMOLD PARK,MANHATTAN    ,0.588,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
COBBLE HILL PARK,BROOKLYN     ,0.585,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,0.584,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MERCER PLAYGROUND,MANHATTAN    ,0.582,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SEAN'S PLACE,QUEENS       ,0.582,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HARVARD PLAYGROUND,QUEENS       ,0.581,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SARSFIELD PLAYGROUND,BROOKLYN     ,0.579,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
HELL'S KITCHEN PARK,MANHATTAN    ,0.576,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BENNINGER PLAYGROUND,QUEENS       ,0.574,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
RORY STAUNTON FIELD,QUEENS       ,0.574,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
CARMANSVILLE PLAYGROUND,MANHATTAN    ,0.573,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
SIXTEEN SYCAMORES PLAYGROUND,BROOKLYN     ,0.567,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GALAPO PLAYGROUND,BROOKLYN     ,0.565,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
MCKINLEY PLAYGROUND,MANHATTAN    ,0.563,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ENNIS PLAYGROUND,BROOKLYN     ,0.554,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
GUTENBERG PLAYGROUND,MANHATTAN    ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
BLAND PLAYGROUND,QUEENS       ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
PFC NORTON PLAYGROUND,BROOKLYN     ,0.55,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LITTLE CLAREMONT PARK,BRONX        ,0.549,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
JUNCTION PLAYGROUND,QUEENS       ,0.54,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
WOODRUFF PLAYGROUND,BROOKLYN     ,0.536,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ABIGAIL PLAYGROUND,BRONX        ,0.529,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
DR. GERTRUDE B. KELLY PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,1,0,1,1,2024
WALD PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ANDREWS GROVE,QUEENS       ,0.518,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
ANIBAL AVILES PLAYGROUND,MANHATTAN    ,0.517,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,BROOKLYN     ,0.517,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,1,2024
